"Name","State","Notes","User","Tags","Created","Runtime","Sweep","dataloader._target_","dataloader.batch_size","dataloader.num_workers","dataloader.pin_memory","datasets.test._target_","datasets.test.dataset_length","datasets.test.input_length","datasets.test.instance_transforms","datasets.test.n_classes","datasets.test.name","datasets.train._target_","datasets.train.audio_dir","datasets.train.datasets","datasets.train.protocol_path","datasets.val._target_","datasets.val.audio_dir","datasets.val.dataset_length","datasets.val.input_length","datasets.val.instance_transforms","datasets.val.n_classes","datasets.val.name","datasets.val.protocol_path","loss_function._target_","lr_scheduler._target_","lr_scheduler.gamma","lr_scheduler.step_size","metrics.device","metrics.inference","metrics.train","model._target_","model.dropout","model.fc_hidden","model.n_class","model.n_feats","model.num_classes","optimizer._target_","optimizer.lr","trainer.device","trainer.device_tensors","trainer.early_stop","trainer.epoch_len","trainer.log_step","trainer.monitor","trainer.n_epochs","trainer.override","trainer.run_name","trainer.save_dir","trainer.save_period","trainer.seed","transforms.batch_transforms.inference.audio._target_","transforms.batch_transforms.inference.audio.hop_length","transforms.batch_transforms.inference.audio.max_frames","transforms.batch_transforms.inference.audio.n_fft","transforms.batch_transforms.inference.audio.win_length","transforms.batch_transforms.inference.data_object._args_","transforms.batch_transforms.inference.data_object._target_","transforms.batch_transforms.train.audio._target_","transforms.batch_transforms.train.audio.hop_length","transforms.batch_transforms.train.audio.max_frames","transforms.batch_transforms.train.audio.n_fft","transforms.batch_transforms.train.audio.win_length","transforms.batch_transforms.train.data_object._args_","transforms.batch_transforms.train.data_object._target_","transforms.instance_transforms.train.data_object._target_","transforms.instance_transforms.train.data_object.transforms","writer._target_","writer.id_length","writer.log_checkpoints","writer.loss_names","writer.mode","writer.project_name","writer.run_name","EER_val","MulticlassAccuracy2.0_val","MulticlassAccuracy_val","TRAIN_MulticlassAccuracy_train","epoch_train","grad_norm_train","learning rate_train","loss_train","loss_val","steps_per_sec_train","steps_per_sec_val"
"final_run","finished","-","","","2026-07-24T19:22:40.000Z","7747","","torch.utils.data.DataLoader","16","2","true","","","","","","","src.datasets.ASVspoofDataset","/kaggle/input/datasets/awsaf49/asvpoof-2019-dataset/LA/LA/ASVspoof2019_LA_train/flac","","/kaggle/input/datasets/awsaf49/asvpoof-2019-dataset/LA/LA/ASVspoof2019_LA_cm_protocols/ASVspoof2019.LA.cm.train.trn.txt","src.datasets.ASVspoofDataset","/kaggle/input/datasets/awsaf49/asvpoof-2019-dataset/LA/LA/ASVspoof2019_LA_dev/flac","","","","","","/kaggle/input/datasets/awsaf49/asvpoof-2019-dataset/LA/LA/ASVspoof2019_LA_cm_protocols/ASVspoof2019.LA.cm.dev.trl.txt","src.loss.ExampleLoss","torch.optim.lr_scheduler.StepLR","0.9","1586","auto","[{""metric"":{""_target_"":""torchmetrics.classification.MulticlassAccuracy"",""num_classes"":2},""_target_"":""src.metrics.ExampleMetric"",""name"":""MulticlassAccuracy"",""device"":""${metrics.device}""},{""name"":""MulticlassAccuracy2.0"",""device"":""${metrics.device}"",""metric"":{""_target_"":""torchmetrics.classification.MulticlassAccuracy"",""num_classes"":2},""_target_"":""src.metrics.ExampleMetric""}]","[{""name"":""TRAIN_MulticlassAccuracy"",""device"":""${metrics.device}"",""metric"":{""_target_"":""torchmetrics.classification.MulticlassAccuracy"",""num_classes"":2},""_target_"":""src.metrics.ExampleMetric""}]","src.model.lcnn.LCNN","0.75","","","","2","torch.optim.Adam","0.0003","auto","[""audio"",""audio_length"",""labels""]","${trainer.n_epochs}","","50","min val_EER","20","true","eer_logging","saved","1","1","src.transforms.STFTTransform","160","600","512","320","","","src.transforms.STFTTransform","160","600","512","320","","","","","src.logger.WandBWriter","8","false","[""loss""]","online","pytorch_template","testing","0","1","1","1","20","0.011472130544034372","0.00004052555153018977","0.0005436577880307425","0.0000067595079035696955","5.204315168330451","0.42383677320632007"
