"Step","final_run - learning rate_train","final_run - learning rate_train__MIN","final_run - learning rate_train__MAX"
"5808","0.0002187","0.0002187","0.0002187"
"5858","0.0002187","0.0002187","0.0002187"
"5908","0.0002187","0.0002187","0.0002187"
"5958","0.0002187","0.0002187","0.0002187"
"6008","0.0002187","0.0002187","0.0002187"
"6058","0.0002187","0.0002187","0.0002187"
"6108","0.0002187","0.0002187","0.0002187"
"6158","0.0002187","0.0002187","0.0002187"
"6208","0.0002187","0.0002187","0.0002187"
"6258","0.0002187","0.0002187","0.0002187"
"6308","0.0002187","0.0002187","0.0002187"
"6344","0.00019683","0.00019683","0.00019683"
"6394","0.00019683","0.00019683","0.00019683"
"6444","0.00019683","0.00019683","0.00019683"
"6494","0.00019683","0.00019683","0.00019683"
"6544","0.00019683","0.00019683","0.00019683"
"6594","0.00019683","0.00019683","0.00019683"
"6644","0.00019683","0.00019683","0.00019683"
"6694","0.00019683","0.00019683","0.00019683"
"6744","0.00019683","0.00019683","0.00019683"
"6794","0.00019683","0.00019683","0.00019683"
"6844","0.00019683","0.00019683","0.00019683"
"6894","0.00019683","0.00019683","0.00019683"
"6944","0.00019683","0.00019683","0.00019683"
"6994","0.00019683","0.00019683","0.00019683"
"7044","0.00019683","0.00019683","0.00019683"
"7094","0.00019683","0.00019683","0.00019683"
"7144","0.00019683","0.00019683","0.00019683"
"7194","0.00019683","0.00019683","0.00019683"
"7244","0.00019683","0.00019683","0.00019683"
"7294","0.00019683","0.00019683","0.00019683"
"7344","0.00019683","0.00019683","0.00019683"
"7394","0.00019683","0.00019683","0.00019683"
"7444","0.00019683","0.00019683","0.00019683"
"7494","0.00019683","0.00019683","0.00019683"
"7544","0.00019683","0.00019683","0.00019683"
"7594","0.00019683","0.00019683","0.00019683"
"7644","0.00019683","0.00019683","0.00019683"
"7694","0.00019683","0.00019683","0.00019683"
"7744","0.00019683","0.00019683","0.00019683"
"7794","0.00019683","0.00019683","0.00019683"
"7844","0.00019683","0.00019683","0.00019683"
"7894","0.00019683","0.00019683","0.00019683"
"7930","0.000177147","0.000177147","0.000177147"
"7980","0.000177147","0.000177147","0.000177147"
"8030","0.000177147","0.000177147","0.000177147"
"8080","0.000177147","0.000177147","0.000177147"
"8130","0.000177147","0.000177147","0.000177147"
"8180","0.000177147","0.000177147","0.000177147"
"8230","0.000177147","0.000177147","0.000177147"
"8280","0.000177147","0.000177147","0.000177147"
"8330","0.000177147","0.000177147","0.000177147"
"8380","0.000177147","0.000177147","0.000177147"
"8430","0.000177147","0.000177147","0.000177147"
"8480","0.000177147","0.000177147","0.000177147"
"8530","0.000177147","0.000177147","0.000177147"
"8580","0.000177147","0.000177147","0.000177147"
"8630","0.000177147","0.000177147","0.000177147"
"8680","0.000177147","0.000177147","0.000177147"
"8730","0.000177147","0.000177147","0.000177147"
"8780","0.000177147","0.000177147","0.000177147"
"8830","0.000177147","0.000177147","0.000177147"
"8880","0.000177147","0.000177147","0.000177147"
"8930","0.000177147","0.000177147","0.000177147"
"8980","0.000177147","0.000177147","0.000177147"
"9030","0.000177147","0.000177147","0.000177147"
"9080","0.000177147","0.000177147","0.000177147"
"9130","0.000177147","0.000177147","0.000177147"
"9180","0.000177147","0.000177147","0.000177147"
"9230","0.000177147","0.000177147","0.000177147"
"9280","0.000177147","0.000177147","0.000177147"
"9330","0.000177147","0.000177147","0.000177147"
"9380","0.000177147","0.000177147","0.000177147"
"9430","0.000177147","0.000177147","0.000177147"
"9480","0.000177147","0.000177147","0.000177147"
"9516","0.0001594323","0.0001594323","0.0001594323"
"9566","0.0001594323","0.0001594323","0.0001594323"
"9616","0.0001594323","0.0001594323","0.0001594323"
"9666","0.0001594323","0.0001594323","0.0001594323"
"9716","0.0001594323","0.0001594323","0.0001594323"
"9766","0.0001594323","0.0001594323","0.0001594323"
"9816","0.0001594323","0.0001594323","0.0001594323"
"9866","0.0001594323","0.0001594323","0.0001594323"
"9916","0.0001594323","0.0001594323","0.0001594323"
"9966","0.0001594323","0.0001594323","0.0001594323"
"10016","0.0001594323","0.0001594323","0.0001594323"
"10066","0.0001594323","0.0001594323","0.0001594323"
"10116","0.0001594323","0.0001594323","0.0001594323"
"10166","0.0001594323","0.0001594323","0.0001594323"
"10216","0.0001594323","0.0001594323","0.0001594323"
"10266","0.0001594323","0.0001594323","0.0001594323"
"10316","0.0001594323","0.0001594323","0.0001594323"
"10366","0.0001594323","0.0001594323","0.0001594323"
"10416","0.0001594323","0.0001594323","0.0001594323"
"10466","0.0001594323","0.0001594323","0.0001594323"
"10516","0.0001594323","0.0001594323","0.0001594323"
"10566","0.0001594323","0.0001594323","0.0001594323"
"10616","0.0001594323","0.0001594323","0.0001594323"
"10666","0.0001594323","0.0001594323","0.0001594323"
"10716","0.0001594323","0.0001594323","0.0001594323"
"10766","0.0001594323","0.0001594323","0.0001594323"
"10816","0.0001594323","0.0001594323","0.0001594323"
"10866","0.0001594323","0.0001594323","0.0001594323"
"10916","0.0001594323","0.0001594323","0.0001594323"
"10966","0.0001594323","0.0001594323","0.0001594323"
"11016","0.0001594323","0.0001594323","0.0001594323"
"11066","0.0001594323","0.0001594323","0.0001594323"
"11102","0.00014348907","0.00014348907","0.00014348907"
"11152","0.00014348907","0.00014348907","0.00014348907"
"11202","0.00014348907","0.00014348907","0.00014348907"
"11252","0.00014348907","0.00014348907","0.00014348907"
"11302","0.00014348907","0.00014348907","0.00014348907"
"11352","0.00014348907","0.00014348907","0.00014348907"
"11402","0.00014348907","0.00014348907","0.00014348907"
"11452","0.00014348907","0.00014348907","0.00014348907"
"11502","0.00014348907","0.00014348907","0.00014348907"
"11552","0.00014348907","0.00014348907","0.00014348907"
"11602","0.00014348907","0.00014348907","0.00014348907"
"11652","0.00014348907","0.00014348907","0.00014348907"
"11702","0.00014348907","0.00014348907","0.00014348907"
"11752","0.00014348907","0.00014348907","0.00014348907"
"11802","0.00014348907","0.00014348907","0.00014348907"
"11852","0.00014348907","0.00014348907","0.00014348907"
"11902","0.00014348907","0.00014348907","0.00014348907"
"11952","0.00014348907","0.00014348907","0.00014348907"
"12002","0.00014348907","0.00014348907","0.00014348907"
"12052","0.00014348907","0.00014348907","0.00014348907"
"12102","0.00014348907","0.00014348907","0.00014348907"
"12152","0.00014348907","0.00014348907","0.00014348907"
"12202","0.00014348907","0.00014348907","0.00014348907"
"12252","0.00014348907","0.00014348907","0.00014348907"
"12302","0.00014348907","0.00014348907","0.00014348907"
"12352","0.00014348907","0.00014348907","0.00014348907"
"12402","0.00014348907","0.00014348907","0.00014348907"
"12452","0.00014348907","0.00014348907","0.00014348907"
"12502","0.00014348907","0.00014348907","0.00014348907"
"12552","0.00014348907","0.00014348907","0.00014348907"
"12602","0.00014348907","0.00014348907","0.00014348907"
"12652","0.00014348907","0.00014348907","0.00014348907"
"12688","0.000129140163","0.000129140163","0.000129140163"
"12738","0.000129140163","0.000129140163","0.000129140163"
"12788","0.000129140163","0.000129140163","0.000129140163"
"12838","0.000129140163","0.000129140163","0.000129140163"
"12888","0.000129140163","0.000129140163","0.000129140163"
"12938","0.000129140163","0.000129140163","0.000129140163"
"12988","0.000129140163","0.000129140163","0.000129140163"
"13038","0.000129140163","0.000129140163","0.000129140163"
"13088","0.000129140163","0.000129140163","0.000129140163"
"13138","0.000129140163","0.000129140163","0.000129140163"
"13188","0.000129140163","0.000129140163","0.000129140163"
"13238","0.000129140163","0.000129140163","0.000129140163"
"13288","0.000129140163","0.000129140163","0.000129140163"
"13338","0.000129140163","0.000129140163","0.000129140163"
"13388","0.000129140163","0.000129140163","0.000129140163"
"13438","0.000129140163","0.000129140163","0.000129140163"
"13488","0.000129140163","0.000129140163","0.000129140163"
"13538","0.000129140163","0.000129140163","0.000129140163"
"13588","0.000129140163","0.000129140163","0.000129140163"
"13638","0.000129140163","0.000129140163","0.000129140163"
"13688","0.000129140163","0.000129140163","0.000129140163"
"13738","0.000129140163","0.000129140163","0.000129140163"
"13788","0.000129140163","0.000129140163","0.000129140163"
"13838","0.000129140163","0.000129140163","0.000129140163"
"13888","0.000129140163","0.000129140163","0.000129140163"
"13938","0.000129140163","0.000129140163","0.000129140163"
"13988","0.000129140163","0.000129140163","0.000129140163"
"14038","0.000129140163","0.000129140163","0.000129140163"
"14088","0.000129140163","0.000129140163","0.000129140163"
"14138","0.000129140163","0.000129140163","0.000129140163"
"14188","0.000129140163","0.000129140163","0.000129140163"
"14238","0.000129140163","0.000129140163","0.000129140163"
"14274","0.0001162261467","0.0001162261467","0.0001162261467"
"14324","0.0001162261467","0.0001162261467","0.0001162261467"
"14374","0.0001162261467","0.0001162261467","0.0001162261467"
"14424","0.0001162261467","0.0001162261467","0.0001162261467"
"14474","0.0001162261467","0.0001162261467","0.0001162261467"
"14524","0.0001162261467","0.0001162261467","0.0001162261467"
"14574","0.0001162261467","0.0001162261467","0.0001162261467"
"14624","0.0001162261467","0.0001162261467","0.0001162261467"
"14674","0.0001162261467","0.0001162261467","0.0001162261467"
"14724","0.0001162261467","0.0001162261467","0.0001162261467"
"14774","0.0001162261467","0.0001162261467","0.0001162261467"
"14824","0.0001162261467","0.0001162261467","0.0001162261467"
"14874","0.0001162261467","0.0001162261467","0.0001162261467"
"14924","0.0001162261467","0.0001162261467","0.0001162261467"
"14974","0.0001162261467","0.0001162261467","0.0001162261467"
"15024","0.0001162261467","0.0001162261467","0.0001162261467"
"15074","0.0001162261467","0.0001162261467","0.0001162261467"
"15124","0.0001162261467","0.0001162261467","0.0001162261467"
"15174","0.0001162261467","0.0001162261467","0.0001162261467"
"15224","0.0001162261467","0.0001162261467","0.0001162261467"
"15274","0.0001162261467","0.0001162261467","0.0001162261467"
"15324","0.0001162261467","0.0001162261467","0.0001162261467"
"15374","0.0001162261467","0.0001162261467","0.0001162261467"
"15424","0.0001162261467","0.0001162261467","0.0001162261467"
"15474","0.0001162261467","0.0001162261467","0.0001162261467"
"15524","0.0001162261467","0.0001162261467","0.0001162261467"
"15574","0.0001162261467","0.0001162261467","0.0001162261467"
"15624","0.0001162261467","0.0001162261467","0.0001162261467"
"15674","0.0001162261467","0.0001162261467","0.0001162261467"
"15724","0.0001162261467","0.0001162261467","0.0001162261467"
"15774","0.0001162261467","0.0001162261467","0.0001162261467"
"15824","0.0001162261467","0.0001162261467","0.0001162261467"
"15860","0.00010460353203","0.00010460353203","0.00010460353203"
"15910","0.00010460353203","0.00010460353203","0.00010460353203"
"15960","0.00010460353203","0.00010460353203","0.00010460353203"
"16010","0.00010460353203","0.00010460353203","0.00010460353203"
"16060","0.00010460353203","0.00010460353203","0.00010460353203"
"16110","0.00010460353203","0.00010460353203","0.00010460353203"
"16160","0.00010460353203","0.00010460353203","0.00010460353203"
"16210","0.00010460353203","0.00010460353203","0.00010460353203"
"16260","0.00010460353203","0.00010460353203","0.00010460353203"
"16310","0.00010460353203","0.00010460353203","0.00010460353203"
"16360","0.00010460353203","0.00010460353203","0.00010460353203"
"16410","0.00010460353203","0.00010460353203","0.00010460353203"
"16460","0.00010460353203","0.00010460353203","0.00010460353203"
"16510","0.00010460353203","0.00010460353203","0.00010460353203"
"16560","0.00010460353203","0.00010460353203","0.00010460353203"
"16610","0.00010460353203","0.00010460353203","0.00010460353203"
"16660","0.00010460353203","0.00010460353203","0.00010460353203"
"16710","0.00010460353203","0.00010460353203","0.00010460353203"
"16760","0.00010460353203","0.00010460353203","0.00010460353203"
"16810","0.00010460353203","0.00010460353203","0.00010460353203"
"16860","0.00010460353203","0.00010460353203","0.00010460353203"
"16910","0.00010460353203","0.00010460353203","0.00010460353203"
"16960","0.00010460353203","0.00010460353203","0.00010460353203"
"17010","0.00010460353203","0.00010460353203","0.00010460353203"
"17060","0.00010460353203","0.00010460353203","0.00010460353203"
"17110","0.00010460353203","0.00010460353203","0.00010460353203"
"17160","0.00010460353203","0.00010460353203","0.00010460353203"
"17210","0.00010460353203","0.00010460353203","0.00010460353203"
"17260","0.00010460353203","0.00010460353203","0.00010460353203"
"17310","0.00010460353203","0.00010460353203","0.00010460353203"
"17360","0.00010460353203","0.00010460353203","0.00010460353203"
"17410","0.00010460353203","0.00010460353203","0.00010460353203"
"17446","0.000094143178827","0.000094143178827","0.000094143178827"
"17496","0.000094143178827","0.000094143178827","0.000094143178827"
"17546","0.000094143178827","0.000094143178827","0.000094143178827"
"17596","0.000094143178827","0.000094143178827","0.000094143178827"
"17646","0.000094143178827","0.000094143178827","0.000094143178827"
"17696","0.000094143178827","0.000094143178827","0.000094143178827"
"17746","0.000094143178827","0.000094143178827","0.000094143178827"
"17796","0.000094143178827","0.000094143178827","0.000094143178827"
"17846","0.000094143178827","0.000094143178827","0.000094143178827"
"17896","0.000094143178827","0.000094143178827","0.000094143178827"
"17946","0.000094143178827","0.000094143178827","0.000094143178827"
"17996","0.000094143178827","0.000094143178827","0.000094143178827"
"18046","0.000094143178827","0.000094143178827","0.000094143178827"
"18096","0.000094143178827","0.000094143178827","0.000094143178827"
"18146","0.000094143178827","0.000094143178827","0.000094143178827"
"18196","0.000094143178827","0.000094143178827","0.000094143178827"
"18246","0.000094143178827","0.000094143178827","0.000094143178827"
"18296","0.000094143178827","0.000094143178827","0.000094143178827"
"18346","0.000094143178827","0.000094143178827","0.000094143178827"
"18396","0.000094143178827","0.000094143178827","0.000094143178827"
"18446","0.000094143178827","0.000094143178827","0.000094143178827"
"18496","0.000094143178827","0.000094143178827","0.000094143178827"
"18546","0.000094143178827","0.000094143178827","0.000094143178827"
"18596","0.000094143178827","0.000094143178827","0.000094143178827"
"18646","0.000094143178827","0.000094143178827","0.000094143178827"
"18696","0.000094143178827","0.000094143178827","0.000094143178827"
"18746","0.000094143178827","0.000094143178827","0.000094143178827"
"18796","0.000094143178827","0.000094143178827","0.000094143178827"
"18846","0.000094143178827","0.000094143178827","0.000094143178827"
"18896","0.000094143178827","0.000094143178827","0.000094143178827"
"18946","0.000094143178827","0.000094143178827","0.000094143178827"
"18996","0.000094143178827","0.000094143178827","0.000094143178827"
"19032","0.0000847288609443","0.0000847288609443","0.0000847288609443"
"19082","0.0000847288609443","0.0000847288609443","0.0000847288609443"
"19132","0.0000847288609443","0.0000847288609443","0.0000847288609443"
"19182","0.0000847288609443","0.0000847288609443","0.0000847288609443"
"19232","0.0000847288609443","0.0000847288609443","0.0000847288609443"
"19282","0.0000847288609443","0.0000847288609443","0.0000847288609443"
"19332","0.0000847288609443","0.0000847288609443","0.0000847288609443"
"19382","0.0000847288609443","0.0000847288609443","0.0000847288609443"
"19432","0.0000847288609443","0.0000847288609443","0.0000847288609443"
"19482","0.0000847288609443","0.0000847288609443","0.0000847288609443"
"19532","0.0000847288609443","0.0000847288609443","0.0000847288609443"
"19582","0.0000847288609443","0.0000847288609443","0.0000847288609443"
"19632","0.0000847288609443","0.0000847288609443","0.0000847288609443"
"19682","0.0000847288609443","0.0000847288609443","0.0000847288609443"
"19732","0.0000847288609443","0.0000847288609443","0.0000847288609443"
"19782","0.0000847288609443","0.0000847288609443","0.0000847288609443"
"19832","0.0000847288609443","0.0000847288609443","0.0000847288609443"
"19882","0.0000847288609443","0.0000847288609443","0.0000847288609443"
"19932","0.0000847288609443","0.0000847288609443","0.0000847288609443"
"19982","0.0000847288609443","0.0000847288609443","0.0000847288609443"
"20032","0.0000847288609443","0.0000847288609443","0.0000847288609443"
"20082","0.0000847288609443","0.0000847288609443","0.0000847288609443"
"20132","0.0000847288609443","0.0000847288609443","0.0000847288609443"
"20182","0.0000847288609443","0.0000847288609443","0.0000847288609443"
"20232","0.0000847288609443","0.0000847288609443","0.0000847288609443"
"20282","0.0000847288609443","0.0000847288609443","0.0000847288609443"
"20332","0.0000847288609443","0.0000847288609443","0.0000847288609443"
"20382","0.0000847288609443","0.0000847288609443","0.0000847288609443"
"20432","0.0000847288609443","0.0000847288609443","0.0000847288609443"
"20482","0.0000847288609443","0.0000847288609443","0.0000847288609443"
"20532","0.0000847288609443","0.0000847288609443","0.0000847288609443"
"20582","0.0000847288609443","0.0000847288609443","0.0000847288609443"
"20618","0.00007625597484987","0.00007625597484987","0.00007625597484987"
"20668","0.00007625597484987","0.00007625597484987","0.00007625597484987"
"20718","0.00007625597484987","0.00007625597484987","0.00007625597484987"
"20768","0.00007625597484987","0.00007625597484987","0.00007625597484987"
"20818","0.00007625597484987","0.00007625597484987","0.00007625597484987"
"20868","0.00007625597484987","0.00007625597484987","0.00007625597484987"
"20918","0.00007625597484987","0.00007625597484987","0.00007625597484987"
"20968","0.00007625597484987","0.00007625597484987","0.00007625597484987"
"21018","0.00007625597484987","0.00007625597484987","0.00007625597484987"
"21068","0.00007625597484987","0.00007625597484987","0.00007625597484987"
"21118","0.00007625597484987","0.00007625597484987","0.00007625597484987"
"21168","0.00007625597484987","0.00007625597484987","0.00007625597484987"
"21218","0.00007625597484987","0.00007625597484987","0.00007625597484987"
"21268","0.00007625597484987","0.00007625597484987","0.00007625597484987"
"21318","0.00007625597484987","0.00007625597484987","0.00007625597484987"
"21368","0.00007625597484987","0.00007625597484987","0.00007625597484987"
"21418","0.00007625597484987","0.00007625597484987","0.00007625597484987"
"21468","0.00007625597484987","0.00007625597484987","0.00007625597484987"
"21518","0.00007625597484987","0.00007625597484987","0.00007625597484987"
"21568","0.00007625597484987","0.00007625597484987","0.00007625597484987"
"21618","0.00007625597484987","0.00007625597484987","0.00007625597484987"
"21668","0.00007625597484987","0.00007625597484987","0.00007625597484987"
"21718","0.00007625597484987","0.00007625597484987","0.00007625597484987"
"21768","0.00007625597484987","0.00007625597484987","0.00007625597484987"
"21818","0.00007625597484987","0.00007625597484987","0.00007625597484987"
"21868","0.00007625597484987","0.00007625597484987","0.00007625597484987"
"21918","0.00007625597484987","0.00007625597484987","0.00007625597484987"
"21968","0.00007625597484987","0.00007625597484987","0.00007625597484987"
"22018","0.00007625597484987","0.00007625597484987","0.00007625597484987"
"22068","0.00007625597484987","0.00007625597484987","0.00007625597484987"
"22118","0.00007625597484987","0.00007625597484987","0.00007625597484987"
"22168","0.00007625597484987","0.00007625597484987","0.00007625597484987"
"22204","0.000068630377364883","0.000068630377364883","0.000068630377364883"
"22254","0.000068630377364883","0.000068630377364883","0.000068630377364883"
"22304","0.000068630377364883","0.000068630377364883","0.000068630377364883"
"22354","0.000068630377364883","0.000068630377364883","0.000068630377364883"
"22404","0.000068630377364883","0.000068630377364883","0.000068630377364883"
"22454","0.000068630377364883","0.000068630377364883","0.000068630377364883"
"22504","0.000068630377364883","0.000068630377364883","0.000068630377364883"
"22554","0.000068630377364883","0.000068630377364883","0.000068630377364883"
"22604","0.000068630377364883","0.000068630377364883","0.000068630377364883"
"22654","0.000068630377364883","0.000068630377364883","0.000068630377364883"
"22704","0.000068630377364883","0.000068630377364883","0.000068630377364883"
"22754","0.000068630377364883","0.000068630377364883","0.000068630377364883"
"22804","0.000068630377364883","0.000068630377364883","0.000068630377364883"
"22854","0.000068630377364883","0.000068630377364883","0.000068630377364883"
"22904","0.000068630377364883","0.000068630377364883","0.000068630377364883"
"22954","0.000068630377364883","0.000068630377364883","0.000068630377364883"
"23004","0.000068630377364883","0.000068630377364883","0.000068630377364883"
"23054","0.000068630377364883","0.000068630377364883","0.000068630377364883"
"23104","0.000068630377364883","0.000068630377364883","0.000068630377364883"
"23154","0.000068630377364883","0.000068630377364883","0.000068630377364883"
"23204","0.000068630377364883","0.000068630377364883","0.000068630377364883"
"23254","0.000068630377364883","0.000068630377364883","0.000068630377364883"
"23304","0.000068630377364883","0.000068630377364883","0.000068630377364883"
"23354","0.000068630377364883","0.000068630377364883","0.000068630377364883"
"23404","0.000068630377364883","0.000068630377364883","0.000068630377364883"
"23454","0.000068630377364883","0.000068630377364883","0.000068630377364883"
"23504","0.000068630377364883","0.000068630377364883","0.000068630377364883"
"23554","0.000068630377364883","0.000068630377364883","0.000068630377364883"
"23604","0.000068630377364883","0.000068630377364883","0.000068630377364883"
"23654","0.000068630377364883","0.000068630377364883","0.000068630377364883"
"23704","0.000068630377364883","0.000068630377364883","0.000068630377364883"
"23754","0.000068630377364883","0.000068630377364883","0.000068630377364883"
"23790","0.00006176733962839471","0.00006176733962839471","0.00006176733962839471"
"23840","0.00006176733962839471","0.00006176733962839471","0.00006176733962839471"
"23890","0.00006176733962839471","0.00006176733962839471","0.00006176733962839471"
"23940","0.00006176733962839471","0.00006176733962839471","0.00006176733962839471"
"23990","0.00006176733962839471","0.00006176733962839471","0.00006176733962839471"
"24040","0.00006176733962839471","0.00006176733962839471","0.00006176733962839471"
"24090","0.00006176733962839471","0.00006176733962839471","0.00006176733962839471"
"24140","0.00006176733962839471","0.00006176733962839471","0.00006176733962839471"
"24190","0.00006176733962839471","0.00006176733962839471","0.00006176733962839471"
"24240","0.00006176733962839471","0.00006176733962839471","0.00006176733962839471"
"24290","0.00006176733962839471","0.00006176733962839471","0.00006176733962839471"
"24340","0.00006176733962839471","0.00006176733962839471","0.00006176733962839471"
"24390","0.00006176733962839471","0.00006176733962839471","0.00006176733962839471"
"24440","0.00006176733962839471","0.00006176733962839471","0.00006176733962839471"
"24490","0.00006176733962839471","0.00006176733962839471","0.00006176733962839471"
"24540","0.00006176733962839471","0.00006176733962839471","0.00006176733962839471"
"24590","0.00006176733962839471","0.00006176733962839471","0.00006176733962839471"
"24640","0.00006176733962839471","0.00006176733962839471","0.00006176733962839471"
"24690","0.00006176733962839471","0.00006176733962839471","0.00006176733962839471"
"24740","0.00006176733962839471","0.00006176733962839471","0.00006176733962839471"
"24790","0.00006176733962839471","0.00006176733962839471","0.00006176733962839471"
"24840","0.00006176733962839471","0.00006176733962839471","0.00006176733962839471"
"24890","0.00006176733962839471","0.00006176733962839471","0.00006176733962839471"
"24940","0.00006176733962839471","0.00006176733962839471","0.00006176733962839471"
"24990","0.00006176733962839471","0.00006176733962839471","0.00006176733962839471"
"25040","0.00006176733962839471","0.00006176733962839471","0.00006176733962839471"
"25090","0.00006176733962839471","0.00006176733962839471","0.00006176733962839471"
"25140","0.00006176733962839471","0.00006176733962839471","0.00006176733962839471"
"25190","0.00006176733962839471","0.00006176733962839471","0.00006176733962839471"
"25240","0.00006176733962839471","0.00006176733962839471","0.00006176733962839471"
"25290","0.00006176733962839471","0.00006176733962839471","0.00006176733962839471"
"25340","0.00006176733962839471","0.00006176733962839471","0.00006176733962839471"
"25376","0.00005559060566555524","0.00005559060566555524","0.00005559060566555524"
"25426","0.00005559060566555524","0.00005559060566555524","0.00005559060566555524"
"25476","0.00005559060566555524","0.00005559060566555524","0.00005559060566555524"
"25526","0.00005559060566555524","0.00005559060566555524","0.00005559060566555524"
"25576","0.00005559060566555524","0.00005559060566555524","0.00005559060566555524"
"25626","0.00005559060566555524","0.00005559060566555524","0.00005559060566555524"
"25676","0.00005559060566555524","0.00005559060566555524","0.00005559060566555524"
"25726","0.00005559060566555524","0.00005559060566555524","0.00005559060566555524"
"25776","0.00005559060566555524","0.00005559060566555524","0.00005559060566555524"
