"Step","final_run - learning rate_train","final_run - learning rate_train__MIN","final_run - learning rate_train__MAX"
"25826","0.00005559060566555524","0.00005559060566555524","0.00005559060566555524"
"25876","0.00005559060566555524","0.00005559060566555524","0.00005559060566555524"
"25926","0.00005559060566555524","0.00005559060566555524","0.00005559060566555524"
"25976","0.00005559060566555524","0.00005559060566555524","0.00005559060566555524"
"26026","0.00005559060566555524","0.00005559060566555524","0.00005559060566555524"
"26076","0.00005559060566555524","0.00005559060566555524","0.00005559060566555524"
"26126","0.00005559060566555524","0.00005559060566555524","0.00005559060566555524"
"26176","0.00005559060566555524","0.00005559060566555524","0.00005559060566555524"
"26226","0.00005559060566555524","0.00005559060566555524","0.00005559060566555524"
"26276","0.00005559060566555524","0.00005559060566555524","0.00005559060566555524"
"26326","0.00005559060566555524","0.00005559060566555524","0.00005559060566555524"
"26376","0.00005559060566555524","0.00005559060566555524","0.00005559060566555524"
"26426","0.00005559060566555524","0.00005559060566555524","0.00005559060566555524"
"26476","0.00005559060566555524","0.00005559060566555524","0.00005559060566555524"
"26526","0.00005559060566555524","0.00005559060566555524","0.00005559060566555524"
"26576","0.00005559060566555524","0.00005559060566555524","0.00005559060566555524"
"26626","0.00005559060566555524","0.00005559060566555524","0.00005559060566555524"
"26676","0.00005559060566555524","0.00005559060566555524","0.00005559060566555524"
"26726","0.00005559060566555524","0.00005559060566555524","0.00005559060566555524"
"26776","0.00005559060566555524","0.00005559060566555524","0.00005559060566555524"
"26826","0.00005559060566555524","0.00005559060566555524","0.00005559060566555524"
"26876","0.00005559060566555524","0.00005559060566555524","0.00005559060566555524"
"26926","0.00005559060566555524","0.00005559060566555524","0.00005559060566555524"
"26962","0.00005003154509899972","0.00005003154509899972","0.00005003154509899972"
"27012","0.00005003154509899972","0.00005003154509899972","0.00005003154509899972"
"27062","0.00005003154509899972","0.00005003154509899972","0.00005003154509899972"
"27112","0.00005003154509899972","0.00005003154509899972","0.00005003154509899972"
"27162","0.00005003154509899972","0.00005003154509899972","0.00005003154509899972"
"27212","0.00005003154509899972","0.00005003154509899972","0.00005003154509899972"
"27262","0.00005003154509899972","0.00005003154509899972","0.00005003154509899972"
"27312","0.00005003154509899972","0.00005003154509899972","0.00005003154509899972"
"27362","0.00005003154509899972","0.00005003154509899972","0.00005003154509899972"
"27412","0.00005003154509899972","0.00005003154509899972","0.00005003154509899972"
"27462","0.00005003154509899972","0.00005003154509899972","0.00005003154509899972"
"27512","0.00005003154509899972","0.00005003154509899972","0.00005003154509899972"
"27562","0.00005003154509899972","0.00005003154509899972","0.00005003154509899972"
"27612","0.00005003154509899972","0.00005003154509899972","0.00005003154509899972"
"27662","0.00005003154509899972","0.00005003154509899972","0.00005003154509899972"
"27712","0.00005003154509899972","0.00005003154509899972","0.00005003154509899972"
"27762","0.00005003154509899972","0.00005003154509899972","0.00005003154509899972"
"27812","0.00005003154509899972","0.00005003154509899972","0.00005003154509899972"
"27862","0.00005003154509899972","0.00005003154509899972","0.00005003154509899972"
"27912","0.00005003154509899972","0.00005003154509899972","0.00005003154509899972"
"27962","0.00005003154509899972","0.00005003154509899972","0.00005003154509899972"
"28012","0.00005003154509899972","0.00005003154509899972","0.00005003154509899972"
"28062","0.00005003154509899972","0.00005003154509899972","0.00005003154509899972"
"28112","0.00005003154509899972","0.00005003154509899972","0.00005003154509899972"
"28162","0.00005003154509899972","0.00005003154509899972","0.00005003154509899972"
"28212","0.00005003154509899972","0.00005003154509899972","0.00005003154509899972"
"28262","0.00005003154509899972","0.00005003154509899972","0.00005003154509899972"
"28312","0.00005003154509899972","0.00005003154509899972","0.00005003154509899972"
"28362","0.00005003154509899972","0.00005003154509899972","0.00005003154509899972"
"28412","0.00005003154509899972","0.00005003154509899972","0.00005003154509899972"
"28462","0.00005003154509899972","0.00005003154509899972","0.00005003154509899972"
"28512","0.00005003154509899972","0.00005003154509899972","0.00005003154509899972"
"28548","0.00004502839058909975","0.00004502839058909975","0.00004502839058909975"
"28598","0.00004502839058909975","0.00004502839058909975","0.00004502839058909975"
"28648","0.00004502839058909975","0.00004502839058909975","0.00004502839058909975"
"28698","0.00004502839058909975","0.00004502839058909975","0.00004502839058909975"
"28748","0.00004502839058909975","0.00004502839058909975","0.00004502839058909975"
"28798","0.00004502839058909975","0.00004502839058909975","0.00004502839058909975"
"28848","0.00004502839058909975","0.00004502839058909975","0.00004502839058909975"
"28898","0.00004502839058909975","0.00004502839058909975","0.00004502839058909975"
"28948","0.00004502839058909975","0.00004502839058909975","0.00004502839058909975"
"28998","0.00004502839058909975","0.00004502839058909975","0.00004502839058909975"
"29048","0.00004502839058909975","0.00004502839058909975","0.00004502839058909975"
"29098","0.00004502839058909975","0.00004502839058909975","0.00004502839058909975"
"29148","0.00004502839058909975","0.00004502839058909975","0.00004502839058909975"
"29198","0.00004502839058909975","0.00004502839058909975","0.00004502839058909975"
"29248","0.00004502839058909975","0.00004502839058909975","0.00004502839058909975"
"29298","0.00004502839058909975","0.00004502839058909975","0.00004502839058909975"
"29348","0.00004502839058909975","0.00004502839058909975","0.00004502839058909975"
"29398","0.00004502839058909975","0.00004502839058909975","0.00004502839058909975"
"29448","0.00004502839058909975","0.00004502839058909975","0.00004502839058909975"
"29498","0.00004502839058909975","0.00004502839058909975","0.00004502839058909975"
"29548","0.00004502839058909975","0.00004502839058909975","0.00004502839058909975"
"29598","0.00004502839058909975","0.00004502839058909975","0.00004502839058909975"
"29648","0.00004502839058909975","0.00004502839058909975","0.00004502839058909975"
"29698","0.00004502839058909975","0.00004502839058909975","0.00004502839058909975"
"29748","0.00004502839058909975","0.00004502839058909975","0.00004502839058909975"
"29798","0.00004502839058909975","0.00004502839058909975","0.00004502839058909975"
"29848","0.00004502839058909975","0.00004502839058909975","0.00004502839058909975"
"29898","0.00004502839058909975","0.00004502839058909975","0.00004502839058909975"
"29948","0.00004502839058909975","0.00004502839058909975","0.00004502839058909975"
"29998","0.00004502839058909975","0.00004502839058909975","0.00004502839058909975"
"30048","0.00004502839058909975","0.00004502839058909975","0.00004502839058909975"
"30098","0.00004502839058909975","0.00004502839058909975","0.00004502839058909975"
"30134","0.00004052555153018977","0.00004052555153018977","0.00004052555153018977"
"30184","0.00004052555153018977","0.00004052555153018977","0.00004052555153018977"
"30234","0.00004052555153018977","0.00004052555153018977","0.00004052555153018977"
"30284","0.00004052555153018977","0.00004052555153018977","0.00004052555153018977"
"30334","0.00004052555153018977","0.00004052555153018977","0.00004052555153018977"
"30384","0.00004052555153018977","0.00004052555153018977","0.00004052555153018977"
"30434","0.00004052555153018977","0.00004052555153018977","0.00004052555153018977"
"30484","0.00004052555153018977","0.00004052555153018977","0.00004052555153018977"
"30534","0.00004052555153018977","0.00004052555153018977","0.00004052555153018977"
"30584","0.00004052555153018977","0.00004052555153018977","0.00004052555153018977"
"30634","0.00004052555153018977","0.00004052555153018977","0.00004052555153018977"
"30684","0.00004052555153018977","0.00004052555153018977","0.00004052555153018977"
"30734","0.00004052555153018977","0.00004052555153018977","0.00004052555153018977"
"30784","0.00004052555153018977","0.00004052555153018977","0.00004052555153018977"
"30834","0.00004052555153018977","0.00004052555153018977","0.00004052555153018977"
"30884","0.00004052555153018977","0.00004052555153018977","0.00004052555153018977"
"30934","0.00004052555153018977","0.00004052555153018977","0.00004052555153018977"
"30984","0.00004052555153018977","0.00004052555153018977","0.00004052555153018977"
"31034","0.00004052555153018977","0.00004052555153018977","0.00004052555153018977"
"31084","0.00004052555153018977","0.00004052555153018977","0.00004052555153018977"
"31134","0.00004052555153018977","0.00004052555153018977","0.00004052555153018977"
"31184","0.00004052555153018977","0.00004052555153018977","0.00004052555153018977"
"31234","0.00004052555153018977","0.00004052555153018977","0.00004052555153018977"
"31284","0.00004052555153018977","0.00004052555153018977","0.00004052555153018977"
"31334","0.00004052555153018977","0.00004052555153018977","0.00004052555153018977"
"31384","0.00004052555153018977","0.00004052555153018977","0.00004052555153018977"
"31434","0.00004052555153018977","0.00004052555153018977","0.00004052555153018977"
"31484","0.00004052555153018977","0.00004052555153018977","0.00004052555153018977"
"31534","0.00004052555153018977","0.00004052555153018977","0.00004052555153018977"
"31584","0.00004052555153018977","0.00004052555153018977","0.00004052555153018977"
"31634","0.00004052555153018977","0.00004052555153018977","0.00004052555153018977"
"31684","0.00004052555153018977","0.00004052555153018977","0.00004052555153018977"
